id,tweets
1045219176196034560,"RT @lofioramonti: D'accordissimo con #Mattarella. La ricerca è fondamentale per il cambiamento. Dobbiamo investire di più, sostenere traspa…"
1045219176011436032,"@ChykenKop Oui, je suis d'accord mais c'est la mieux que j'ai pu trouvée :) on voit quand même un peu les mouvements..."
1045219174992277504,@itssprincessluu it really was funny though. ai😂😂
1045219174702829569,@UnTwittosTatoue j’ai compris tqqt😂
1045219174069334016,그때 뮤비보느라 음악을 제대로 못들었었는데
